"Idex"	"I"	"I"	"I"	"O"
3134	17.96	25.4	0.1	10.13
3135	10.13	17.96	0.2	6.51
3136	6.51	10.13	0.1	4.77
3137	4.77	6.51	0.1	3.71
3138	3.71	4.77	0.4	3.19
3139	3.19	3.71	0.4	2.81
3140	2.81	3.19	9	2.76
3141	2.76	2.81	0	3.08
3142	3.08	2.76	0	2.5
3143	2.5	3.08	0	2.21
3144	2.21	2.5	0	2.03
3145	2.03	2.21	1	1.86
3146	1.86	2.03	13.4	1.9
3147	1.9	1.86	7.3	1.82
3148	1.82	1.9	0	1.74
3149	1.74	1.82	0	1.7
3150	1.7	1.74	0	1.59
3151	1.59	1.7	0	1.52
3152	1.52	1.59	0	1.46
3153	1.46	1.52	1.9	1.46
3154	1.46	1.46	1.7	1.38
3155	1.38	1.46	0.1	1.41
3156	1.41	1.38	7.4	1.46
3157	1.46	1.41	3.6	1.41
3158	1.41	1.46	1.5	1.31
3159	1.31	1.41	0.6	1.29
3160	1.29	1.31	0	1.35
3161	1.35	1.29	1.5	1.38
3162	1.38	1.35	0.9	1.29
3163	1.29	1.38	4.2	1.17
3164	1.17	1.29	0.5	1.15
3165	1.15	1.17	0	1.17
3166	1.17	1.15	0	1.15
3167	1.15	1.17	0	1.2
3168	1.2	1.15	10.3	1.26
3169	1.26	1.2	0.4	1.2
3170	1.2	1.26	0	1.17
3171	1.17	1.2	0.2	1.29
3172	1.29	1.17	9.7	1.29
3173	1.29	1.29	2.1	1.2
3174	1.2	1.29	3.7	1.17
3175	1.17	1.2	0	1.2
3176	1.2	1.17	3.2	1.24
3177	1.24	1.2	0.2	1.17
3178	1.17	1.24	0	1.15
3179	1.15	1.17	0.2	1.17
3180	1.17	1.15	5.6	1.24
3181	1.24	1.17	0.8	1.15
3182	1.15	1.24	0	1.15
3183	1.15	1.15	1.6	1.26
3184	1.26	1.15	36.5	1.49
3185	1.49	1.26	1.8	1.52
3186	1.52	1.49	0	2.81
3187	2.81	1.52	0	2.11
3188	2.11	2.81	0	1.74
3189	1.74	2.11	0	1.59
3190	1.59	1.74	0.1	1.55
3191	1.55	1.59	11.9	1.49
3192	1.49	1.55	0.1	1.46
3193	1.46	1.49	1	1.41
3194	1.41	1.46	0.5	1.38
3195	1.38	1.41	0	1.31
3196	1.31	1.38	0	1.26
3197	1.26	1.31	0	1.24
3198	1.24	1.26	0	1.2
3199	1.2	1.24	0	1.2
3200	1.2	1.2	0	1.2
3201	1.2	1.2	0	1.2
3202	1.2	1.2	0	1.2
3203	1.2	1.2	0	1.2
3204	1.2	1.2	0	1.2
3205	1.2	1.2	0.1	1.17
3206	1.17	1.2	0	1.17
3207	1.17	1.17	0	1.17
3208	1.17	1.17	0.4	1.29
3209	1.29	1.17	15.6	1.31
3210	1.31	1.29	1.8	1.29
3211	1.29	1.31	1.5	1.26
3212	1.26	1.29	0	1.38
3213	1.38	1.26	7	1.46
3214	1.46	1.38	5.7	1.38
3215	1.38	1.46	0.1	1.35
3216	1.35	1.38	0.9	1.46
3217	1.46	1.35	10.2	1.95
3218	1.95	1.46	4	1.99
3219	1.99	1.95	3.4	3.31
3220	3.31	1.99	1.3	4.64
3221	4.64	3.31	2.6	3.66
3222	3.66	4.64	0	3.02
3223	3.02	3.66	0	2.65
3224	2.65	3.02	0	2.45
3225	2.45	2.65	0	2.21
3226	2.21	2.45	0	2.07
3227	2.07	2.21	0	1.95
3228	1.95	2.07	0.1	1.86
3229	1.86	1.95	0	1.74
3230	1.74	1.86	0	1.7
3231	1.7	1.74	0	1.66
3232	1.66	1.7	0	1.63
3233	1.63	1.66	0	1.59
3234	1.59	1.63	0.4	1.55
3235	1.55	1.59	7.9	1.63
3236	1.63	1.55	0	1.59
3237	1.59	1.63	0	1.59
3238	1.59	1.59	0	1.59
3239	1.59	1.59	4.5	1.55
3240	1.55	1.59	0.2	1.52
3241	1.52	1.55	0.1	1.46
3242	1.46	1.52	0	1.46
3243	1.46	1.46	0	1.41
3244	1.41	1.46	0	1.38
3245	1.38	1.41	0.1	1.35
3246	1.35	1.38	0	1.35
3247	1.35	1.35	0.2	1.35
3248	1.35	1.35	0	1.31
3249	1.31	1.35	0.1	1.31
3250	1.31	1.31	0	1.29
3251	1.29	1.31	0	1.29
3252	1.29	1.29	0	1.29
3253	1.29	1.29	0	1.29
3254	1.29	1.29	0.2	1.26
3255	1.26	1.29	0	1.29
3256	1.29	1.26	1.9	1.29
3257	1.29	1.29	1	1.29
3258	1.29	1.29	0	1.26
3259	1.26	1.29	0.2	1.26
3260	1.26	1.26	1.1	1.29
3261	1.29	1.26	2.9	1.38
3262	1.38	1.29	12.4	1.46
3263	1.46	1.38	3.1	1.49
3264	1.49	1.46	1	1.59
3265	1.59	1.49	0	1.7
3266	1.7	1.59	0	1.7
3267	1.7	1.7	0	1.63
3268	1.63	1.7	2.2	1.63
3269	1.63	1.63	0.8	1.63
3270	1.63	1.63	3.5	1.74
3271	1.74	1.63	11.1	1.99
3272	1.99	1.74	3.4	2.5
3273	2.5	1.99	0.2	3.66
3274	3.66	2.5	0.1	3.66
3275	3.66	3.66	0.1	3.54
3276	3.54	3.66	0.1	3.19
3277	3.19	3.54	0.1	2.91
3278	2.91	3.19	0.3	2.65
3279	2.65	2.91	0.1	2.4
3280	2.4	2.65	0.1	2.26
3281	2.26	2.4	0	2.19
3282	2.19	2.26	0	2.03
3283	2.03	2.19	0.1	1.9
3284	1.9	2.03	1.5	1.82
3285	1.82	1.9	1.7	1.78
3286	1.78	1.82	0.4	1.7
3287	1.7	1.78	1.9	1.7
3288	1.7	1.7	9.2	1.82
3289	1.82	1.7	4.1	1.86
3290	1.86	1.82	0	1.86
3291	1.86	1.86	0	1.99
3292	1.99	1.86	0.4	2.26
3293	2.26	1.99	1.6	2.35
3294	2.35	2.26	1.4	2.31
3295	2.31	2.35	0.2	2.19
3296	2.19	2.31	0	2.14
3297	2.14	2.19	0.1	2.14
3298	2.14	2.14	0	2.03
3299	2.03	2.14	0	2.08
3300	2.08	2.03	0.7	2.31
3301	2.31	2.08	5	2.26
3302	2.26	2.31	4.1	2.08
3303	2.08	2.26	0	2.35
3304	2.35	2.08	0.1	2.5
3305	2.5	2.35	0	2.5
3306	2.5	2.5	0.1	2.45
3307	2.45	2.5	6.4	2.5
3308	2.5	2.45	8.8	2.55
3309	2.55	2.5	0	2.87
3310	2.87	2.55	3.8	3.54
3311	3.54	2.87	10.6	4.83
3312	4.83	3.54	0	7.03
3313	7.03	4.83	0.6	8.19
3314	8.19	7.03	0.4	7.1
3315	7.1	8.19	8.3	6.19
3316	6.19	7.1	1.1	5.8
3317	5.8	6.19	0.2	5.8
3318	5.8	5.8	0.4	6.19
3319	6.19	5.8	13.3	8.19
3320	8.19	6.19	1.2	10.13
3321	10.13	8.19	7.5	10.89
3322	10.89	10.13	0.1	9.13
3323	9.13	10.89	0.2	8.06
3324	8.06	9.13	1.4	7.7
3325	7.7	8.06	0	7.23
3326	7.23	7.7	0.1	6.45
3327	6.45	7.23	0.2	5.93
3328	5.93	6.45	0.1	5.54
3329	5.54	5.93	7.7	5.34
3330	5.34	5.54	0	5.47
3331	5.47	5.34	0	5.67
3332	5.67	5.47	0	5.47
3333	5.47	5.67	0	5.16
3334	5.16	5.47	0	4.83
3335	4.83	5.16	0.1	4.83
3336	4.83	4.83	12.8	5.8
3337	5.8	4.83	3.9	19.27
3338	19.27	5.8	4	17.08
3339	17.08	19.27	6.5	16.64
3340	16.64	17.08	0.3	16.64
3341	16.64	16.64	0	13.14
3342	13.14	16.64	0	10.89
3343	10.89	13.14	0	9.06
3344	9.06	10.89	0.1	7.9
3345	7.9	9.06	5.8	7.49
3346	7.49	7.9	8.3	7.42
3347	7.42	7.49	0.4	7.77
3348	7.77	7.42	0	7.29
3349	7.29	7.77	0	6.77
3350	6.77	7.29	0	6.57
3351	6.57	6.77	0	6.51
3352	6.51	6.57	0	6.32
3353	6.32	6.51	1.3	6.06
3354	6.06	6.32	0	5.87
3355	5.87	6.06	0	5.41
3356	5.41	5.87	0.1	5.22
3357	5.22	5.41	5.1	5.03
3358	5.03	5.22	0.3	4.89
3359	4.89	5.03	0.1	4.64
3360	4.64	4.89	5	4.46
3361	4.46	4.64	0.2	4.46
3362	4.46	4.46	0	4.39
3363	4.39	4.46	0	4.2
3364	4.2	4.39	3.4	4.26
3365	4.26	4.2	0.7	4.14
3366	4.14	4.26	0.1	3.95
3367	3.95	4.14	0.1	3.78
3368	3.78	3.95	0	3.54
3369	3.54	3.78	0	3.42
3370	3.42	3.54	8.9	3.54
3371	3.54	3.42	4.9	5.43
3372	5.43	3.54	0.1	9.06
3373	9.06	5.43	15.5	15.55
3374	15.55	9.06	24.4	76.64
3375	76.64	15.55	1.8	37.77
3376	37.77	76.64	0.1	22.77
3377	22.77	37.77	13	21.46
3378	21.46	22.77	0.2	20.15
3379	20.15	21.46	0	15.88
3380	15.88	20.15	0	13.14
3381	13.14	15.88	0.1	11.28
3382	11.28	13.14	0.6	9.67
3383	9.67	11.28	0	8.34
3384	8.34	9.67	0	7.49
3385	7.49	8.34	0.1	6.77
3386	6.77	7.49	0.2	6.25
3387	6.25	6.77	0.2	5.93
3388	5.93	6.25	0	5.54
3389	5.54	5.93	1.9	5.22
3390	5.22	5.54	0.1	4.83
3391	4.83	5.22	0.3	4.51
3392	4.51	4.83	4.2	4.32
3393	4.32	4.51	1.3	4.2
3394	4.2	4.32	4.5	4.14
3395	4.14	4.2	3.1	11.61
3396	11.61	4.14	3.3	9.44
3397	9.44	11.61	4.7	12.81
3398	12.81	9.44	0.3	16.2
3399	16.2	12.81	0	12.48
3400	12.48	16.2	0	9.21
3401	9.21	12.48	0	7.29
3402	7.29	9.21	0	6.19
3403	6.19	7.29	0	5.41
3404	5.41	6.19	0	4.77
3405	4.77	5.41	0	4.32
3406	4.32	4.77	0	3.9
3407	3.9	4.32	0	3.54
3408	3.54	3.9	0	3.31
3409	3.31	3.54	0.1	3.02
3410	3.02	3.31	0.2	2.81
3411	2.81	3.02	0	2.65
3412	2.65	2.81	0.6	2.59
3413	2.59	2.65	28.4	3.36
3414	3.36	2.59	0.2	10.13
3415	10.13	3.36	0	5.34
3416	5.34	10.13	1.5	4.2
3417	4.2	5.34	6.8	3.78
3418	3.78	4.2	16	3.83
3419	3.83	3.78	8.5	6.42
3420	6.42	3.83	0.2	11.61
3421	11.61	6.42	0	8.12
3422	8.12	11.61	0.2	6.38
3423	6.38	8.12	0	5.16
3424	5.16	6.38	0	4.64
3425	4.64	5.16	6.8	4.14
3426	4.14	4.64	1.3	3.59
3427	3.59	4.14	0	3.31
3428	3.31	3.59	0	2.91
3429	2.91	3.31	0	2.59
3430	2.59	2.91	0	2.4
3431	2.4	2.59	0.2	2.26
3432	2.26	2.4	2.4	2.16
3433	2.16	2.26	2.8	2.11
3434	2.11	2.16	10	2.5
3435	2.5	2.11	24.6	17.08
3436	17.08	2.5	2	17.96
3437	17.96	17.08	0.4	10.89
3438	10.89	17.96	7.8	7.55
3439	7.55	10.89	0.5	6.7
3440	6.7	7.55	0	6.12
3441	6.12	6.7	0.8	5.47
3442	5.47	6.12	0.1	4.77
3443	4.77	5.47	16.8	5.61
3444	5.61	4.77	9.3	7.7
3445	7.7	5.61	5.4	8.91
3446	8.91	7.7	2.1	10.51
3447	10.51	8.91	0	8.12
3448	8.12	10.51	0.4	6.38
3449	6.38	8.12	0.4	4.96
3450	4.96	6.38	0	4.08
3451	4.08	4.96	0	3.42
3452	3.42	4.08	1.1	3.08
3453	3.08	3.42	6.3	2.87
3454	2.87	3.08	1.7	3.31
3455	3.31	2.87	3.1	2.97
3456	2.97	3.31	0	2.5
3457	2.5	2.97	0.4	2.31
3458	2.31	2.5	10.7	2.21
3459	2.21	2.31	3.7	1.99
3460	1.99	2.21	4.6	1.99
3461	1.99	1.99	0	1.99
3462	1.99	1.99	0	1.78
3463	1.78	1.99	0	1.7
3464	1.7	1.78	0	1.59
3465	1.59	1.7	0	1.49
3466	1.49	1.59	0	1.46
3467	1.46	1.49	0	1.35
3468	1.35	1.46	0.5	1.35
3469	1.35	1.35	7.7	1.35
3470	1.35	1.35	0	1.29
3471	1.29	1.35	0.2	1.29
3472	1.29	1.29	0.2	1.26
3473	1.26	1.29	0	1.2
3474	1.2	1.26	0.6	1.2
3475	1.2	1.2	0	1.17
3476	1.17	1.2	0.1	1.15
3477	1.15	1.17	2.3	1.12
3478	1.12	1.15	0	1.06
3479	1.06	1.12	0	1.04
3480	1.04	1.06	0	1.17
3481	1.17	1.04	0	1.12
3482	1.12	1.17	0.4	1.12
3483	1.12	1.12	21.8	1.26
3484	1.26	1.12	0.2	1.1
3485	1.1	1.26	0	1.1
3486	1.1	1.1	0	1.24
3487	1.24	1.1	5.8	1.15
3488	1.15	1.24	6.5	1.47
3489	1.47	1.15	0.2	1.31
3490	1.31	1.47	1	1.17
3491	1.17	1.31	2.7	1.24
3492	1.24	1.17	0	1.17
3493	1.17	1.24	0	1.1
3494	1.1	1.17	0.1	1.06
3495	1.06	1.1	4.8	1.06
3496	1.06	1.06	0	0.99
3497	0.99	1.06	0	0.99
3498	0.99	0.99	0	0.99
3499	0.99	0.99	0	0.99
3500	0.99	0.99	0	0.96
3501	0.96	0.99	0.9	0.94
3502	0.94	0.96	0.6	0.96
3503	0.96	0.94	0.5	0.92
3504	0.92	0.96	0	0.92
3505	0.92	0.92	0.2	0.92
3506	0.92	0.92	0.8	0.86
3507	0.86	0.92	0	0.82
3508	0.82	0.86	0	0.82
3509	0.82	0.82	0	0.82
3510	0.82	0.82	1	0.82
3511	0.82	0.82	0	0.78
3512	0.78	0.82	0	0.82
3513	0.82	0.78	0	0.82
3514	0.82	0.82	0	0.82
3515	0.82	0.82	0	0.82
3516	0.82	0.82	2.7	0.82
3517	0.82	0.82	2.3	0.82
3518	0.82	0.82	0	0.82
3519	0.82	0.82	0	0.9
3520	0.9	0.82	0	0.9
3521	0.9	0.9	0	0.92
3522	0.92	0.9	2.5	0.92
3523	0.92	0.92	0	0.86
3524	0.86	0.92	2.5	0.82
3525	0.82	0.86	0.2	0.8
3526	0.8	0.82	0.1	0.82
3527	0.82	0.8	0	0.82
3528	0.82	0.82	0.2	0.82
3529	0.82	0.82	6.5	0.82
3530	0.82	0.82	0	0.82
3531	0.82	0.82	14.5	0.99
3532	0.99	0.82	11.5	1.04
3533	1.04	0.99	0	1.15
3534	1.15	1.04	11.3	1.35
3535	1.35	1.15	2	1.26
3536	1.26	1.35	7.8	1.06
3537	1.06	1.26	0.3	1.04
3538	1.04	1.06	20.9	1.17
3539	1.17	1.04	6.6	1.15
3540	1.15	1.17	0.3	1.24
3541	1.24	1.15	0.1	1.41
3542	1.41	1.24	0.5	1.26
3543	1.26	1.41	0.2	1.15
3544	1.15	1.26	5	1.1
3545	1.1	1.15	0.1	1.02
3546	1.02	1.1	0	1.06
3547	1.06	1.02	0	0.99
3548	0.99	1.06	0	0.96
3549	0.96	0.99	0	0.92
3550	0.92	0.96	0	0.92
3551	0.92	0.92	6.1	0.94
3552	0.94	0.92	1	0.94
3553	0.94	0.94	0.1	0.96
3554	0.96	0.94	0	1.02
3555	1.02	0.96	0	1.02
3556	1.02	1.02	0	1.02
3557	1.02	1.02	0	1.58
3558	1.58	1.02	58.1	2.65
3559	2.65	1.58	6.4	6.51
3560	6.51	2.65	0.1	4.64
3561	4.64	6.51	0	3.42
3562	3.42	4.64	0	2.55
3563	2.55	3.42	0	2.07
3564	2.07	2.55	0	1.78
3565	1.78	2.07	0	1.66
3566	1.66	1.78	0	1.52
3567	1.52	1.66	0	1.41
3568	1.41	1.52	0	1.38
3569	1.38	1.41	9.2	1.46
3570	1.46	1.38	3	1.31
3571	1.31	1.46	0.2	1.29
3572	1.29	1.31	0	1.29
3573	1.29	1.29	0	1.26
3574	1.26	1.29	0	1.2
3575	1.2	1.26	0.8	1.2
3576	1.2	1.2	8.7	1.17
3577	1.17	1.2	0	1.15
3578	1.15	1.17	0	1.15
3579	1.15	1.15	0.4	1.17
3580	1.17	1.15	0	1.06
3581	1.06	1.17	0	1.06
3582	1.06	1.06	0.2	1.06
3583	1.06	1.06	0.1	1.04
3584	1.04	1.06	1.1	1.06
3585	1.06	1.04	1.8	1.1
3586	1.1	1.06	0	1.04
3587	1.04	1.1	0	1.02
3588	1.02	1.04	1	1.04
3589	1.04	1.02	0	1.02
3590	1.02	1.04	0	1.02
3591	1.02	1.02	7.8	1.02
3592	1.02	1.02	0	0.99
3593	0.99	1.02	0	0.99
3594	0.99	0.99	0	1.02
3595	1.02	0.99	0	1.02
3596	1.02	1.02	0.1	1.04
3597	1.04	1.02	12.3	1.17
3598	1.17	1.04	0.1	1.17
3599	1.17	1.17	0.1	1.17
3600	1.17	1.17	0	1.41
3601	1.41	1.17	2.3	1.74
3602	1.74	1.41	8.8	1.78
3603	1.78	1.74	0	1.78
3604	1.78	1.78	0	2.03
3605	2.03	1.78	0.1	2.11
3606	2.11	2.03	8.2	2.03
3607	2.03	2.11	0	1.99
3608	1.99	2.03	0	1.99
3609	1.99	1.99	0	1.95
3610	1.95	1.99	0.1	1.99
3611	1.99	1.95	1	1.95
3612	1.95	1.99	1.8	1.9
3613	1.9	1.95	0.5	1.82
3614	1.82	1.9	0	1.78
3615	1.78	1.82	0	1.7
3616	1.7	1.78	1.6	1.74
3617	1.74	1.7	9.6	1.74
3618	1.74	1.74	0	1.66
3619	1.66	1.74	0.3	1.82
3620	1.82	1.66	8.3	2.03
3621	2.03	1.82	3.1	2.11
3622	2.11	2.03	1.4	2.87
3623	2.87	2.11	0	3.48
3624	3.48	2.87	0.4	3.28
3625	3.28	3.48	0.1	2.85
3626	2.85	3.28	0	2.74
3627	2.74	2.85	0	2.59
3628	2.59	2.74	0	2.45
3629	2.45	2.59	0	2.31
3630	2.31	2.45	0	2.45
3631	2.45	2.31	1.2	2.07
3632	2.07	2.45	3.2	1.99
3633	1.99	2.07	5.9	1.95
3634	1.95	1.99	0	1.9
3635	1.9	1.95	0	1.86
3636	1.86	1.9	0	1.78
3637	1.78	1.86	0.2	1.74
3638	1.74	1.78	7.1	3.66
3639	3.66	1.74	28.1	19.05
3640	19.05	3.66	0	16.64
3641	16.64	19.05	0	10.89
3642	10.89	16.64	0	7.98
3643	7.98	10.89	0	6.63
3644	6.63	7.98	0.5	5.28
3645	5.28	6.63	0.3	4.58
3646	4.58	5.28	0	4.02
3647	4.02	4.58	0	3.5
3648	3.5	4.02	0	3.18
3649	3.18	3.5	0	2.85
3650	2.85	3.18	0	2.63
